ID,Name
CB_Company_436,Henan Yingtian Biotechnology Co. LTD
CB_Company_437,Henan Jiuke Chemical Co. LTD
CB_Company_438,Wuhan Fengyao Tonghui Chemical Products Co. LTD
CB_Company_439,"Hubei Taihechang Biotechnology Co., Ltd"
CB_Company_440,"Henan Guangwo New Materials Co., Ltd"
CB_Company_441,"WUHAN JIXINYIBANG BIOTECHNOLOGY .,LTD"
CB_Company_442,"Shanghai Aoguang Biotechnology Co., Ltd"
CB_Company_443,Shandong Xiangfei Chemical Co. LTD
CB_Company_444,"Wuhan Chujiang Haoyu Chemical Technology Development Co., Ltd."
CB_Company_445,"Ningbo jinuo chemical co., LTD"
CB_Company_446,"Weifang Qianyuan Biotechnology Co., Ltd."
CB_Company_447,"Henan Junyuejian Biotechnology Co., LTD"
CB_Company_448,"Yancheng Longsheng Chemical Co., Ltd. (formerly Yancheng Longsheng Fine Chemical Plant)"
CB_Company_449,"Shandong Tongcheng Pharmaceutical Co., Ltd."
CB_Company_450,"Shandong Zhonghao Chemical Co., Ltd."
CB_Company_451,"Yancheng Jinbiao Chemical Industry Co., Ltd."
CB_Company_452,Hao of Shanghai Chemical Co.
CB_Company_453,"Guangzhou TongYi biochemistry technology Co.,LTD"
CB_Company_454,"Shandong Dexiang International Trade Co., Ltd"
CB_Company_455,"Dalian Idery Biotechnology Co., Ltd."
CB_Company_456,"Nanjing Zhipu Chemical Co., Ltd"
CB_Company_457,"Shanxi Yongjin Group Co.,Ltd"
CB_Company_458,"ALL RIGHT CHEMICAL CO.,LTD"
CB_Company_459,"Hangzhou Ocean Chemical Co., Ltd"
CB_Company_460,Spectrum Chemical Manufacturing Corp.
CB_Company_461,Rhawn Reagent
CB_Company_462,"Nanjing Daqin Pharmaceutical Technology Co., Ltd."
CB_Company_463,"Henan's chemical products co., LTD"
CB_Company_464,"Shanghai Runjie Chemical Reagent Co., Ltd."
CB_Company_465,Shanghai inspiration Chemical Co.
CB_Company_466,"Henan Clife Chemical Co.,LTD"
CB_Company_467,"Jiangsu Sainty Machinery Import & Export Co., Ltd."
CB_Company_468,"Jinan Taihua Chemical Co., Ltd"
CB_Company_469,"Shanghai Yiyi Chemical Co., Ltd."
CB_Company_470,"Shanghai Wohua Chemical Co., Ltd."
CB_Company_471,"Condice Chemical (Hubei) Co., Ltd."
CB_Company_472,"Shanghai isotope chemical co.,ltd"
CB_Company_473,"Jinan Sanbao Biotechnology Co., Ltd."
CB_Company_474,"Jiangsu Aikon Biopharmaceutical R&D co.,Ltd."
CB_Company_475,"Anyang Hongmeng New Materials Co., Ltd"
CB_Company_476,Hubei coward chemical co .ï¼Œltd
CB_Company_477,"Henan Vcommend Consultrading Co., Ltd."
CB_Company_478,"Jining Yize Pharmaceutical Technology Co., Ltd"
CB_Company_479,"Nanjing Haochuang Jiarong New Material Co., Ltd"
CB_Company_480,"Reer Technology (Shanghai) Co., LTD"
CB_Company_481,"Qingdao Tenglong microwave technology co., LTD."
CB_Company_482,"ShangHai Anpel Co, Ltd."
CB_Company_483,"Shanghai Xinyue Chemical Co., Ltd."
CB_Company_484,"Shandong Qianfanshun Chemical Co., Ltd"
CB_Company_485,nanjing huayan chemical corp.
CB_Company_486,Jinan Yifei Technology and Trade Co. Ltd
CB_Company_487,"Shanghai Jiahua Herong Biotechnology Co., Ltd"
CB_Company_488,Shandong Dexin Fine Chemical Co. LTD
CB_Company_489,"Hubei Changxinsheng Chemical Co., Ltd"
CB_Company_490,"Ningbo Yuda Chemical Co., Ltd."
CB_Company_491,"Changzhou Chengbang Chemical Co., Ltd."
CB_Company_492,"Yixing Zhonggung Fine Chemicals Co., Ltd"
CB_Company_493,"Shandong Yanshuo Chemical Co., Ltd."
CB_Company_494,"Qingdao Trust Agri Chemical Co.,Ltd"
CB_Company_495,"Henan Xiangduo Industry Co., Ltd."
CB_Company_496,Jinan Trands Chemical Co. LTD
CB_Company_497,"Univar Solutions(China) Co., Ltd."
CB_Company_498,"Zhuoer Chemical Co., Ltd"
CB_Company_499,"Shandong Quark Chemical Co., Ltd."
CB_Company_500,DONBOO AMINO ACID COMPANY
CB_Company_501,"Jinan Century Tongda Chemical Co., Ltd."
CB_Company_502,"Henan Wei Yuan Biotechnology Co., Ltd."
CB_Company_503,"Nanjing Yuance Industry&Trade Co., Ltd."
CB_Company_504,"Xi'an Health Biochem Technology Co., Ltd."
CB_Company_505,"Qingdao On-Billion Import and Export Co., Ltd"
CB_Company_506,Beijing Cerametek Materials Co. Ltd.
CB_Company_507,Antimex Pharmaceutical & Chemicals
CB_Company_508,Yancheng China and Germany Biological Engineering Company Limited (formerly Yancheng failed Biological Chemical Co.)
CB_Company_509,"Shanghai Ditao Chemical Technology Co., Ltd."
CB_Company_510,"Jinan Renyuan Chemical Co., Ltd."
CB_Company_511,"Shanghai guanghua technology co., LTD"
CB_Company_512,"Shandong Hexun Energy Technology Co., Ltd"
CB_Company_513,"Shandong Luoheng Chemical Products Co. , Ltd."
CB_Company_514,"Shanghai | Orange Chemical Co., Ltd."
CB_Company_515,"Jinan Dehou Chemical Co., Ltd."
CB_Company_516,"Jinan Hongrun Chemical Co., Ltd."
CB_Company_517,"Shanghai Rich Chemicals Co., Ltd."
CB_Company_518,"TIANJIN PORT FREE ZONE HUIRUI INTERNATIONAL TRADING CO.,LTD."
CB_Company_519,"Zhengzhou Yi Bang Co., Ltd."
CB_Company_520,"Jinan Great Chemical Co.,Ltd."
CB_Company_521,Union Chemical Works Ltd
CB_Company_522,"Beijing NAB International Co., Ltd"
CB_Company_523,"Wuhan Youji Industrial Co., Ltd"
CB_Company_524,"Shanghai Pu-Jie Fragrance Co., Ltd"
CB_Company_525,Wuhan Zhongxin Chemical Material Supply Station
CB_Company_526,"Yabang Chemical (Shanghai) Co., Ltd"
CB_Company_527,"Shanghai Lawton Fine Chemical Co., Ltd"
CB_Company_528,"Shanghai Tangcheng Chemistry Breed Co.,Ltd"
CB_Company_529,"Jinan Chuaungshi Chemical Co.,Ltd"
CB_Company_530,Xinghua City Arts of Xiangliaoan
CB_Company_531,"Nanjing Wujiang Chemical Co., Ltd."
CB_Company_532,"Jiaxing WinTrust Flavours Co.,Ltd."
CB_Company_533,"Kunshan Shuntian Yun-Yeung Trading Co., Ltd"
CB_Company_534,"Nantong Runfeng Petrochemical Co., Ltd"
CB_Company_535,"Jinan Shijitongda Chemical Co.,Ltd"
CB_Company_536,"Yixing Gaoyang Chemical Co.,Ltd."
CB_Company_537,"Hangzhou Minko Chemical Co., Ltd."
CB_Company_538,SHAANXI TOP PHARM CHEMICAL CO.LTD
CB_Company_539,"Zhengzhou Yibang Industry & Commerce Co.,Ltd"
CB_Company_540,"NINGBO YUANFANG BIOCHEMICALS CO.,LTD."
CB_Company_541,"Hangzhou Toyond Biotech Co., Ltd."
CB_Company_542,Yancheng Hong-tai Biological Engineering Limited
CB_Company_543,"Jinan Zhongya Sincerity Import & Export Co., Ltd."
CB_Company_544,"Henan xiangduo industry co., ltd"
CB_Company_545,"Shandong chuangying chemical co., ltd"
CB_Company_546,ZI BO YUJIN TRADING CO.ï¼ŒLTD
CB_Company_547,"Wuhan penglei Biotechnology Co., Ltd"
CB_Company_548,"Hubei Ruishengxiang Technology Co. , Ltd."
CB_Company_549,"Nantong Enwang New Materials Co.,Ltd"
CB_Company_550,"Liaocheng Jinxinda New Materials Co. , Ltd."
CB_Company_551,"Shandong le Li New Materials Co. , Ltd."
CB_Company_552,"Shandong Xinhe new material co.,ltd"
CB_Company_553,"Zibo Fuxing Chemical Co., Ltd"
CB_Company_554,"Shandong Zhenkun New Material Co., Ltd"
CB_Company_555,Shandong Xuchen Chemical Technology Co. Ltd
CB_Company_556,"Shanghai Beiwanta Biotechnology Co., Ltd."
CB_Company_557,"Hefei Ergao Chemical Co., Ltd"
CB_Company_558,Jinan Zhiyuancheng Chemical Co. LTD
CB_Company_559,"Weifu (Shanghai) Pharmaceutical Technology Co., LTD"
CB_Company_560,Shandong Zhengxing New Material Co. LTD
CB_Company_561,"Shandong Yukang Chemical Co., Ltd"
CB_Company_562,"iangsu Runfeng Synthetic Technology Co., Ltd."
CB_Company_563,"Guizhou Dida Technology Co., Ltd"
CB_Company_564,"Shandong Luoheng Chemical Products Co., LTD"
CB_Company_565,shandongyukanghuagongyouxiangongsi
CB_Company_566,"Shanghai wencai New Material Technology Co., Ltd."
CB_Company_567,"Beijing Minruida Technology Co., Ltd."
CB_Company_568,"Ji' nan century Tongda chemical co., ltd"
CB_Company_569,"Shandong Mantang Hongxin Material Co. , Ltd."
CB_Company_570,Liaocheng Tongda Chemical Co. LTD
CB_Company_571,lishuohuagong
CB_Company_572,"Shanghai Qianlai Pharmaceutical Technology Co., Ltd."
CB_Company_573,"Shanghai Nolai Giant Chemical Co. , Ltd."
CB_Company_574,"Qingdao Xupu Supply Chain Co., Ltd"
CB_Company_575,"Liaocheng Jinxinda New Materials Co., Ltd"
CB_Company_576,Nanjing Sifanke Chemical Co.LTD
CB_Company_577,jiliang chemicals
CB_Company_578,"Changzhou Xintong Chemical Co., Ltd."
CB_Company_579,"Shanghai Synchem Pharma Co., ltd"
CB_Company_580,"Jinan Aochen Chemical Co., Ltd."
CB_Company_581,"Juye Zhongyue Spice Co., Ltd."
CB_Company_582,"Nanjing Shengqinghe Chemical Co., Ltd."
CB_Company_583,"Ningbo Sapphire Petrochemical Co., Ltd."
CB_Company_584,"Hubei Industry State Technology Co., Ltd."
CB_Company_585,"Jinan Liyang Chemical Co., Ltd."
CB_Company_586,"Shaoxing Chunma Chemical Co., Ltd."
CB_Company_587,"Shengao Chemical Huai'an Co., Ltd."
CB_Company_588,"Tengzhou Aochen Industry and Trade Co., Ltd."
CB_Company_589,"Tianjin Kemiou Chemical Reagent Co., Ltd."
CB_Company_590,"Zibo Huibao Chemical Co., Ltd."
CB_Company_591,"Zibo Zhaokai Trading Co., Ltd."
CB_Company_592,"Changzhou Shuodao Chemical Co., Ltd."
CB_Company_593,"Shandong Zoneyoung Chemical Co., Ltd."
CB_Company_594,"ZHANHUA YONGHAO INGORE PHARMACEUTICAL CO.,LTD"
CB_Company_595,"Yixing Gaoyang Chemical Co., Ltd"
CB_Company_596,"Shanghai Lang Rui Fine Chemicals Co., Ltd"
CB_Company_597,Shaanxi Didu New Materials Co. Ltd
CB_Company_598,"Hebei Yibangte Import and Export Co. , Ltd."
CB_Company_599,"LEAPCHEM CO., LTD."
CB_Company_600,"Wuhan Hezhong Biochemical Manufacturing Co., Ltd."
CB_Company_601,"Hubei Tianmeng Chemical Co., Ltd"
CB_Company_602,"Hangzhou Think Chemical Co., Ltd"
CB_Company_603,"Shanghai Trustin Bio-Chemical Technology Co., Ltd"
CB_Company_604,"Rongcheng Kesheng Chemical Co., Ltd."
CB_Company_605,"Shandong Yaroma Perfumery & Chemicals Co., Ltd"
CB_Company_606,"Nanjing Norris-Pharm Technology Co., Ltd"
CB_Company_607,"Tai 'an Jiangzhou Biotechnology Co., LTD"
CB_Company_608,"Yantai Lianhua Technology Co., Ltd"
CB_Company_609,"Wuhan Organic Industry Co., Ltd."
CB_Company_610,"Suzhou Boyuan Chemical Co., Ltd."
CB_Company_611,Dideu Industries Group Limited
CB_Company_612,"Wuhan Xinru Chemical Industry Co., Ltd"
CB_Company_613,"AHH Chemical Co,.Ltd"
CB_Company_614,LIDE PHARMACEUTICALS LIMITED
CB_Company_615,"Shanghai CuiYao Trading Co., Ltd."
CB_Company_616,"Suzhou Dongwu Aromatics Co., Ltd"
CB_Company_617,"Advanced Technology & Industrial Co., Ltd."
CB_Company_618,"Shanghai M & U International Trade Co., Ltd."
CB_Company_619,"Alway Chem, China"
CB_Company_620,"Chance Door International Co., Ltd"
CB_Company_621,"Shanghai Charoma Perfumery & Bio-Chem Co., Ltd"
CB_Company_622,"Anhui Primechem Co., Ltd."
CB_Company_623,"Jiangxi Dadi Bio-tech Co., Ltd"
CB_Company_624,"Nanjing Rich Native Animal Products co., Ltd."
CB_Company_625,Yick-Vic Chemicals & Pharmaceuticals (HK) Ltd
CB_Company_626,"Jiaxing Sunlong Industrial & Trade Co., Ltd."
CB_Company_627,"Nanjing Vincero International Trading Co., Ltd."
CB_Company_628,Shanghai RC Chemicals Co. Ltd
CB_Company_629,"Wuhan Rongcan Biotechnology Co., Ltd"
CB_Company_630,"Shanghai Aladdin Biochemical Technology Co.,Ltd."
CB_Company_631,"Henan Vocas Biotechnology Co., Ltd"
CB_Company_632,"Huangshi Jingsheng Biotechnology Co., Ltd."
CB_Company_633,"Shenzhen Xingkaiyue Biotechnology Co. , Ltd."
CB_Company_634,"Hubei Xingyan New Material Technology Co., Ltd"
CB_Company_635,"Beijing OKA biological technology co., LTD"
CB_Company_636,Conier Chem & Pharma Limited
CB_Company_637,Jishui Jianmin Natural Flavor Oil Factory
CB_Company_638,Shandong Suihua Biotechnology Co. Ltd
CB_Company_639,Jishui County Yikang Natural Flavor Oil Refinery
CB_Company_640,"Jiangxi Linyuan Spicse Co., Ltd."
CB_Company_641,"Guangzhou Yunmen Biotechnology Co., Ltd"
CB_Company_642,"Shanghai Chemisci Technology Co., Ltd"
CB_Company_643,"JiangXi GreeN Spices Co.,Ltd."
CB_Company_644,"Shanghai Maclean Biochemical Technology Co., LTD"
CB_Company_645,Guangzhou Nalong Chemical Co.Ltd
CB_Company_646,"Jiangsu Saidi Import and Export Co., Ltd. (formerly Wuxi Saidi Import and Export Trade Co., Ltd.)"
CB_Company_647,"Tengzhou Yuanheng Biological Technology Co., Ltd."
CB_Company_648,"Shanghai Guangrui Biological Technology Co., Ltd."
CB_Company_649,Foreverest Resources Ltd.
CB_Company_650,"LY Global chemicals co.,ltd ."
CB_Company_651,"Shanghai Yunao International Trade Co., Ltd"
CB_Company_652,"Wuhan wingroup Pharmaceutical Co., Ltd"
CB_Company_653,Dorne Chemical Technology co. LTD
CB_Company_654,"Hubei Aumei New Material Co., Ltd."
CB_Company_655,"Nantong Guangyuan Chemicl Co,Ltd"
CB_Company_656,Sigma Audley
CB_Company_657,"Xi'an Kono chem co., Ltd.,"
CB_Company_658,"Jinan Qinmu Fine Chemical Co.,Ltd."
CB_Company_659,Career Henan Chemica Co
CB_Company_660,Shanghai UCHEM Inc.
CB_Company_661,"Hebei Lingding Biotechnology Co., Ltd."
CB_Company_662,"Henan Alfa Chemical Co., Ltd"
CB_Company_663,"Hu Bei Jiutian Bio-medical Technology CO.,Ltd"
CB_Company_664,"Zhengzhou Anbu Chem Co.,Ltd"
CB_Company_665,"Shanghai Nuo Rui Hua New Material Technology Co., Ltd"
CB_Company_666,"Shandong Huisheng Import & Export Co., Ltd."
CB_Company_667,"Xi'an Manareco New Materials Co., Ltd."
CB_Company_668,"hebei qiute trade co., LTD"
CB_Company_669,"Hangzhou Neway Chemicals Co., Ltd."
CB_Company_670,ZhengZhou HuaWen Chemical Co.Ltd
CB_Company_671,Taizhou Chuangyuan Industrial Technology Co. Ltd.
CB_Company_672,"Yancheng Huahong Chemical Co., Ltd."
CB_Company_673,"Shandong Tongli New Material Co., Ltd."
CB_Company_674,Taizhou Medicine & Chemical Research Institute
CB_Company_675,"Kingfirst Chemical (Nanjing) Co., Ltd"
CB_Company_676,"Shangdong Moris Chemical Co., Ltd"
CB_Company_677,"Wuxi Southward Chemical Auxiliary Co., Ltd"
CB_Company_678,"Shouguang Fukang Pharmaceutical Co., Ltd"
CB_Company_679,"Changzhou Wujin Changxin Teaching Chemical Co., Ltd"
CB_Company_680,"LIANSHUI HENJI CHEMICAL CO., LTD"
CB_Company_681,Four chemical factory in Yancheng
CB_Company_682,Jiangsu SOHO International Group Corp
CB_Company_683,Hangzhou Now Chemicals Co; Limited.
CB_Company_684,Shanghai Pharmlead Inc.
CB_Company_685,Debye Scientific Corporation
CB_Company_686,"Hangzhou Disynthesis Chemical Technology Co., Ltd."
CB_Company_687,"Macheng jinxin biotechnology co., LTD"
CB_Company_688,https://www.shachemlin.cn/
CB_Company_689,Jinan Xinda Chemical Co. LTD
CB_Company_690,"Wuhan Andaomai New Energy Co., Ltd"
CB_Company_691,"Hubei yongkuo Technology Co., Ltd"
CB_Company_692,"Henan Dobe Chemical Co. , Ltd."
CB_Company_693,LGC Science (Shanghai) Ltd.
CB_Company_694,"Zhengzhou convergence chemical co., LTD"
CB_Company_695,"Guangzhou Yuanda New Material Co., Ltd."
CB_Company_696,"Shanghai Yifei Biotechnology Co. , Ltd."
CB_Company_697,"Shanghai SPAR pharmaceutical technology co., LTD"
CB_Company_698,"Guangzhou Belka Biological Technology Co., Ltd."
CB_Company_699,"Shangqiu Ladybug Network Technology Co., LTD"
CB_Company_700,"Shanghai Xuerong Chemical Technology Co., LTD"
CB_Company_701,"Shanghai Zerui Biotechnology Co., Ltd."
CB_Company_702,Hubei Shishun Biotechnology Co. Ltd
CB_Company_703,Aobolihui
CB_Company_704,Chongqing Yuanyuanxiang Technology Development Co. LTD
CB_Company_705,"Hubei Henghua Technology Co., Ltd."
CB_Company_706,"Hubei Chenghai Chemical Co., Ltd"
CB_Company_707,"Qingdao Fuo Chemical Technology Co. , Ltd."
CB_Company_708,"Nanjing shengyilai Chemical Co., Ltd"
CB_Company_709,Jiaxing Hengrui Biotechnology Co. LTD
CB_Company_710,"Dongguan Walixi Chemical Co., Ltd"
CB_Company_711,"Henan Huawen Chemical Co., Ltd"
CB_Company_712,"Jikang Chemical Industry Co. , Ltd."
CB_Company_713,"Shouguang Zhengfeng Chemical Co., Ltd."
CB_Company_714,"Xi'an Jiaboying Biological Technology Co., Ltd."
CB_Company_715,"Shijiazhuang Simer Technology Co., Ltd."
CB_Company_716,"Taixing Foreign Trade Nanjing Co., Ltd."
CB_Company_717,"Changzhou Ditong Chemical Co.,Ltd"
CB_Company_718,"Tangshan Moneide Trading Co., Ltd."
CB_Company_719,China National Standard Pharmaceutical Corporation Limited
CB_Company_720,"Shanghai Cube Chemical Co., Ltd."
CB_Company_721,"Beijing Sunsoly S&T Co.,Ltd"
CB_Company_722,"Danyang Wanlong Chemical Co., Ltd"
CB_Company_723,"Henan Pusai Chemical Products Co., Ltd."
CB_Company_724,"Wuhan Ji Ye Sheng Chemical Co., Ltd."
CB_Company_725,"Jiangsu Huaen Energy Co., Ltd."
CB_Company_726,"Jiangsu Changhai Chemical Co., Ltd."
CB_Company_727,"Nanjing Youjian New Material Co., Ltd."
CB_Company_728,"Lianyungang Zhonglai Biological Technology Co., Ltd."
CB_Company_729,"Jiaxing Zhongzhi Trading Co., Ltd."
CB_Company_730,Easternchem Company Limited
CB_Company_731,"Hunan Astar Bio-chemicals Technology Co., Ltd"
CB_Company_732,"Jiangsu Xinye Chemical Co., Ltd"
CB_Company_733,"SinovaChem Co., Ltd"
CB_Company_734,"Nantong Dongchang Chemical Industrial Co., Ltd"
CB_Company_735,Gaoyou Kangle Fine Chemical Plan
CB_Company_736,"Danyang Zhongchao Chemical Co., Ltd"
CB_Company_737,"Taixing Foreign Trade Nanjing Co., Ltd"
CB_Company_738,Zhejiang Jiaxing Nanhu Chemical Factory
CB_Company_739,"Zhangjiagang Free Trade Zone Orient Union International Trade Co., Ltd."
CB_Company_740,"China Salt Changzhou Chemical Co., Ltd"
CB_Company_741,"Jintan Shexing Chemical Co., Ltd"
CB_Company_742,Joint Technology Company Limited
CB_Company_743,Xiajin Sanyi Textile Co. Ltd
CB_Company_744,"Gaoyou Gaoyuan Auxiliary Co., Ltd"
CB_Company_745,"Binhai Haibo Biochemical Co., Ltd"
CB_Company_746,"Jiangsu Chang San Jiao Fine Chemical Co., Ltd"
CB_Company_747,"Jiangsu Fengmao Chemicals Co.,Ltd"
CB_Company_748,"Jiangsu Jiannong Agrochemical Co., Ltd"
CB_Company_749,"Trademax Pharmaceuticals & Chemicals Co., Ltd"
CB_Company_750,Hangzhou Ruijiang Chemical Co. Ltd.
CB_Company_751,"Jiangsu Zhengfang Chemical Co.,Ltd"
CB_Company_752,"Danyang Zhongtai Trade Co., Ltd"
CB_Company_753,"Jiangsu Hongxing Chemical Co., Ltd"
CB_Company_754,"Jinan Winsor Pharmaceutical Co., Ltd"
CB_Company_755,Shanghai Xianggeng Technology Development Co. Ltd.
CB_Company_756,"Beijing Jinrui Meixiang Technology Co., Ltd"
CB_Company_757,"Hubei Qingbei Yunyan Pharmaceutical Technology Co., Ltd"
CB_Company_758,"Hubei xingongli Chemical Co., Ltd"
CB_Company_759,"Qingdao Dexin Chemical Co., Ltd"
CB_Company_760,"Jiangxi Shamhai Biotechnology Co., Ltd. ï¼›"
CB_Company_761,"Mingwei (Shandong) Supply Chain Management Co., Ltd"
CB_Company_762,"Wuhan Penglei Biological Technology Co., Ltd."
CB_Company_763,"Shanghai Huichu Chemical Technology Co., Ltd"
CB_Company_764,"HUBEI ZHENBO CHEM CO,LTD"
CB_Company_765,"Hubei Tuobang Chemical Co., Ltd."
CB_Company_766,"Nanjing Tiangong Industrial Co., Ltd"
CB_Company_767,"Zhengzhou Akem Chemical Co., Ltd"
CB_Company_768,"Hubei Baidu Chemical Co., Ltd"
CB_Company_769,"Hubei DAHAO Chemical Co., Ltd."
CB_Company_770,"HUNAN CHEMFISH SCIENTIFIC CO.,LTD"
CB_Company_771,"Henan Alpha Chemical Co., Ltd."
CB_Company_772,"Shanghai Yuke Chemicals Co., Ltd"
CB_Company_773,"Shandong Chenyi Environmental Protection Technology Co., Ltd"
CB_Company_774,"Shanghai Yingxin laboratory equipment Co., Ltd"
CB_Company_775,"Suzhou Xingbei Pharmaceutical Technology Co., Ltd"
CB_Company_776,"Hubei Qifei Pharmaceutical Chemical Co., Ltd"
CB_Company_777,"Shanghai Guchen Biotechnology Co., LTD"
CB_Company_778,"Anhui Henuo Biotechnology Co., Ltd"
CB_Company_779,"Hubei long Kang Sheng Fine Chemical Co., Ltd."
CB_Company_780,"Wuhan Yihe Technology Co., Ltd"
CB_Company_781,Xinrui International Enterprise Group Tianjin Company
CB_Company_782,"Bihe Dehuaqiang (Lianyungang) Pharmaceutical Chemical Technology Co., Ltd."
CB_Company_783,"Jiangsu Runyu Agrochemical Co., Ltd."
CB_Company_784,"Mu Mu New Material Technology (Shanghai) Co., Ltd."
CB_Company_785,"Tengzhou Wutong Spice Co., Ltd."
CB_Company_786,"Weifang Jiehong Chemical Co., Ltd."
CB_Company_787,"Changzhou Jintan District Huaqiang Biochemical Co., Ltd."
CB_Company_788,"Danyang Ruiqing Chemical Co., Ltd."
CB_Company_789,"Shaanxi Kangyuan Chemical Co., Ltd"
CB_Company_790,"Jiangsu WNC Pharmaceutical Co., Ltd"
CB_Company_791,"Hubei Qianjia Chemical Co., Ltd."
CB_Company_792,"Wuhan Biet Co., Ltd."
CB_Company_793,"Shanghai Bojing Chemical Co.,Ltd."
CB_Company_794,"Anhui Royal Chemical Co., Ltd."
CB_Company_795,Zhejiang ZETian Fine Chemicals Co. LTD
CB_Company_796,Chengdu GLP biotechnology Co Ltd
CB_Company_797,"Wuhan Fortuna Chemical Co., Ltd"
CB_Company_798,Senova Technology Co. Ltd.
CB_Company_799,"Yurui (Shanghai) Chemical Co., Ltd."
CB_Company_800,"Lihe Pharm Technologyï¼ˆWuhanï¼‰Co.,Ltd"
CB_Company_801,"HangYu Chemical Co.,Ltd"
CB_Company_802,"Hengdian Group . / Zhejiang Hengdian Imp. & Exp. Co., Ltd."
CB_Company_803,"Sichuan Wei Keqi Biological Technology Co., Ltd."
CB_Company_804,Yueyang Hudex Pharmaceuticals Ltd.
CB_Company_805,"Suzhou GR Pharmaceutical Co., Ltd."
CB_Company_806,"Xi'an Union Pharmpro Co., Ltd."
CB_Company_807,"Hainan Zhongxin Chemical Co., Ltd"
CB_Company_808,Henan Sinotech Import & Export Corporation
CB_Company_809,"Changzhou Qidi Chemical Co., Ltd."
CB_Company_810,"A.M Food Chemical Co.,Ltd"
CB_Company_811,"Hunan Hui Bai Shi Biotechnology Co., Ltd."
CB_Company_812,"Shanghai Hongbang Pharmaceutical Co., Ltd."
CB_Company_813,"Yantai Shunkang Biotechnology Co., Ltd."
CB_Company_814,"Shandong utilizing biological technology co., LTD"
CB_Company_815,"Nanjing Jipu Chemical Technology Co., Ltd."
CB_Company_816,Wuhan Haishan Technology Co. Ltd.
CB_Company_817,Wuhan Zeuschem. Co. Ltd.
CB_Company_818,"Hubei Qibu New Material Technology Co., Ltd."
CB_Company_819,"Chengdu Gupte Biotechnology Co., Ltd."
CB_Company_820,"Shenzhen Huasu Chemical Co., Ltd."
CB_Company_821,"Hefei Fuhui New Material Co., Ltd."
CB_Company_822,Tianjin Fuxin Trading Company
CB_Company_823,"Wuhan Dike Chemical Co., Ltd."
CB_Company_824,Sichuan Traditional Chinese Medicine Standards Center
CB_Company_825,"Wuhan Kaiyi Chlor-Alkali Technology Trading Co., Ltd."
CB_Company_826,"Rugao Tiancheng Chemical Co., Ltd./Shanghai Jincheng Chemical Co., Ltd."
CB_Company_827,"Shanghai Mingliang Chemical Co., Ltd."
CB_Company_828,"Lianyungang Suofu Biological Technology Co., Ltd."
CB_Company_829,"Wuhan Organic Xinrong Chemical Co., Ltd."
CB_Company_830,Tianjin Yongda Chemical Reagent Development Center
CB_Company_831,"Changzhou Suntton Co., Ltd"
CB_Company_832,"Wuxi Yuhua Chemical Co., Ltd"
CB_Company_833,"Zhangjiagang Yaxiya Chemical Co., Ltd"
CB_Company_834,"Shanghai Re-found Chemical Co., Ltd"
CB_Company_835,"Jiangyin Baihui Fragrance Co., Ltd"
CB_Company_836,Jiangxi Nanchang-Technology Industrial Co. Ltd.
CB_Company_837,"Nanjing Fanghe Biological Technology Co., Ltd."
CB_Company_838,"Yancheng Chunzhu Aroma Co., Ltd."
CB_Company_839,"Guangdong Xilong Chemical Co., Ltd"
CB_Company_840,Shanghai Pu-Import & Export Co. Ltd.
CB_Company_841,Zhejiang Jiahua Chemical Corporation
CB_Company_842,Yuhua Chemical Co. in Wuxi City
CB_Company_843,"Wuxi Guolian Import & Export Co., Ltd."
CB_Company_844,Shenzhen Huasu Chemical Industry Co.Ltd.
CB_Company_845,"Xiamen Bestally Imp. & Exp. Co., Ltd"
CB_Company_846,"Wuhan Youjixinkang Chemical Co., Ltd"
CB_Company_847,Wuhan Organic Synthetic Material Research Institute
CB_Company_848,Disha Group Weihai Disu Pharma Corp
CB_Company_849,"Jintan local industry supply & marketing co.,ltd"
CB_Company_850,"Huaian Hongyang Chemical Co., Ltd"
CB_Company_851,"Hubei Dry Chemical Co., Ltd"
CB_Company_852,Hubei Phoenix Chemical Company Limited
CB_Company_853,"Jiangsu Shengbang Chemicals Co., Ltd"
CB_Company_854,"Jiangsu Jiamai Chemical Co., Ltd"
CB_Company_855,"ZHEJIANG PAULA INDUSTRY CO.,LTD"
CB_Company_856,"Shanghai Thailand International Trade Co., Ltd."
CB_Company_857,"Shanghai Qian Chemical Co., Ltd."
CB_Company_858,"Rugao Tiancheng Chemical Co.,Ltd"
CB_Company_859,"Zaoyang Zhongcheng Chemical Co., Ltd"
CB_Company_860,"Xiantao Kanghua Technology Co., Ltd"
CB_Company_861,"Wuhan Biet Co., Ltd"
CB_Company_862,"Wuhan Dico Chemical Co., Ltd."
CB_Company_863,"Jiaxing Firstao Import And Export Co., Ltd."
CB_Company_864,Hubei Kangyuan Fine Chemicals Hi-Tech Ltd.
CB_Company_865,"Jingzhou Xinyuan Biotechnology Co., Ltd"
CB_Company_866,"Changzhou Tianheng Industry & Trade Co., Ltd"
CB_Company_867,"Changzhou Puhua Chemical Co.,Ltd"
CB_Company_868,"Nantong Sane Biological Co., Ltd"
CB_Company_869,Shanghai chemical reagents supply procurement of five chemical plants
CB_Company_870,"Beijing benefits Lee Fine Chemicals Co., Ltd."
CB_Company_871,American Chempacific. Corp
